date,window,pm25,pm10,location_id,location_name,pm25_category,pm10_category
2022-06-04,Window 1 (Jul 2021 - Oct 2022),71.92142857142856,174.79285714285714,229252,NSI Kalyanpur,Moderate,Moderate
2022-06-05,Window 1 (Jul 2021 - Oct 2022),75.3578947368421,170.34736842105264,229252,NSI Kalyanpur,Moderate,Moderate
2022-06-06,Window 1 (Jul 2021 - Oct 2022),61.90833333333333,195.54166666666666,229252,NSI Kalyanpur,Moderate,Moderate
2022-06-07,Window 1 (Jul 2021 - Oct 2022),79.0625,222.58333333333334,229252,NSI Kalyanpur,Moderate,Moderate
2022-06-08,Window 1 (Jul 2021 - Oct 2022),86.52499999999999,307.75,229252,NSI Kalyanpur,Moderate,Poor
2022-06-09,Window 1 (Jul 2021 - Oct 2022),65.45833333333333,142.16666666666666,229252,NSI Kalyanpur,Moderate,Moderate
2022-06-10,Window 1 (Jul 2021 - Oct 2022),80.34883720930233,188.93023255813952,229252,NSI Kalyanpur,Moderate,Moderate
2022-06-11,Window 1 (Jul 2021 - Oct 2022),80.69285714285714,200.45238095238096,229252,NSI Kalyanpur,Moderate,Moderate
2022-06-12,Window 1 (Jul 2021 - Oct 2022),61.60681818181818,151.1590909090909,229252,NSI Kalyanpur,Moderate,Moderate
2022-06-13,Window 1 (Jul 2021 - Oct 2022),56.595454545454544,132.79999999999998,229252,NSI Kalyanpur,Satisfactory,Moderate
2022-06-14,Window 1 (Jul 2021 - Oct 2022),53.08095238095238,131.8761904761905,229252,NSI Kalyanpur,Satisfactory,Moderate
2022-06-15,Window 1 (Jul 2021 - Oct 2022),43.47083333333333,101.44166666666666,229252,NSI Kalyanpur,Satisfactory,Moderate
2022-06-16,Window 1 (Jul 2021 - Oct 2022),31.070833333333336,60.87083333333334,229252,NSI Kalyanpur,Satisfactory,Satisfactory
2022-06-17,Window 1 (Jul 2021 - Oct 2022),29.680851063829788,69.14893617021276,229252,NSI Kalyanpur,Good,Satisfactory
2022-06-18,Window 1 (Jul 2021 - Oct 2022),30.633333333333336,65.4875,229252,NSI Kalyanpur,Satisfactory,Satisfactory
2022-06-19,Window 1 (Jul 2021 - Oct 2022),18.581818181818182,31.94545454545454,229252,NSI Kalyanpur,Good,Good
2022-06-20,Window 1 (Jul 2021 - Oct 2022),21.353846153846153,47.00512820512821,229252,NSI Kalyanpur,Good,Good
2022-06-21,Window 1 (Jul 2021 - Oct 2022),36.03720930232558,71.05116279069767,229252,NSI Kalyanpur,Satisfactory,Satisfactory
2022-06-22,Window 1 (Jul 2021 - Oct 2022),42.1,77.62352941176471,229252,NSI Kalyanpur,Satisfactory,Satisfactory
2022-07-04,Window 1 (Jul 2021 - Oct 2022),32.355555555555554,53.48888888888889,229252,NSI Kalyanpur,Satisfactory,Satisfactory
2022-07-05,Window 1 (Jul 2021 - Oct 2022),42.495652173913044,68.49130434782609,229252,NSI Kalyanpur,Satisfactory,Satisfactory
2022-07-06,Window 1 (Jul 2021 - Oct 2022),26.620833333333334,57.69583333333333,229252,NSI Kalyanpur,Good,Satisfactory
2022-07-07,Window 1 (Jul 2021 - Oct 2022),12.86,35.57,229252,NSI Kalyanpur,Good,Good
2022-07-08,Window 1 (Jul 2021 - Oct 2022),24.616666666666664,56.00416666666666,229252,NSI Kalyanpur,Good,Satisfactory
2022-07-09,Window 1 (Jul 2021 - Oct 2022),24.504166666666666,54.4375,229252,NSI Kalyanpur,Good,Satisfactory
2022-07-10,Window 1 (Jul 2021 - Oct 2022),18.3,44.84583333333333,229252,NSI Kalyanpur,Good,Good
2022-07-11,Window 1 (Jul 2021 - Oct 2022),21.625,55.02916666666667,229252,NSI Kalyanpur,Good,Satisfactory
2022-07-12,Window 1 (Jul 2021 - Oct 2022),19.224999999999998,54.57083333333333,229252,NSI Kalyanpur,Good,Satisfactory
2022-07-13,Window 1 (Jul 2021 - Oct 2022),17.302222222222223,54.28666666666667,229252,NSI Kalyanpur,Good,Satisfactory
2022-07-14,Window 1 (Jul 2021 - Oct 2022),13.917073170731708,50.76829268292683,229252,NSI Kalyanpur,Good,Satisfactory
2022-07-15,Window 1 (Jul 2021 - Oct 2022),11.902127659574468,39.57446808510638,229252,NSI Kalyanpur,Good,Good
2022-07-16,Window 1 (Jul 2021 - Oct 2022),13.552272727272726,31.018181818181816,229252,NSI Kalyanpur,Good,Good
2022-07-17,Window 1 (Jul 2021 - Oct 2022),16.48936170212766,45.317021276595746,229252,NSI Kalyanpur,Good,Good
2022-07-18,Window 1 (Jul 2021 - Oct 2022),18.182978723404254,49.14468085106383,229252,NSI Kalyanpur,Good,Good
2022-07-19,Window 1 (Jul 2021 - Oct 2022),32.46666666666667,64.67916666666666,229252,NSI Kalyanpur,Satisfactory,Satisfactory
2022-07-20,Window 1 (Jul 2021 - Oct 2022),16.2625,34.604166666666664,229252,NSI Kalyanpur,Good,Good
2022-07-21,Window 1 (Jul 2021 - Oct 2022),8.117391304347825,14.16304347826087,229252,NSI Kalyanpur,Good,Good
2022-07-22,Window 1 (Jul 2021 - Oct 2022),20.0,26.595652173913045,229252,NSI Kalyanpur,Good,Good
2022-07-23,Window 1 (Jul 2021 - Oct 2022),16.45,25.039473684210527,229252,NSI Kalyanpur,Good,Good
2022-07-24,Window 1 (Jul 2021 - Oct 2022),12.653846153846153,19.176923076923078,229252,NSI Kalyanpur,Good,Good
2022-07-25,Window 1 (Jul 2021 - Oct 2022),14.334210526315792,24.473684210526315,229252,NSI Kalyanpur,Good,Good
2022-07-27,Window 1 (Jul 2021 - Oct 2022),16.004545454545454,28.29090909090909,229252,NSI Kalyanpur,Good,Good
2022-07-28,Window 1 (Jul 2021 - Oct 2022),13.0375,23.833333333333332,229252,NSI Kalyanpur,Good,Good
2022-07-29,Window 1 (Jul 2021 - Oct 2022),7.993478260869565,16.269565217391303,229252,NSI Kalyanpur,Good,Good
2022-07-30,Window 1 (Jul 2021 - Oct 2022),11.106521739130436,23.141304347826086,229252,NSI Kalyanpur,Good,Good
2022-07-31,Window 1 (Jul 2021 - Oct 2022),23.98936170212766,52.47234042553191,229252,NSI Kalyanpur,Good,Satisfactory
2022-08-01,Window 1 (Jul 2021 - Oct 2022),15.424999999999999,36.29772727272727,229252,NSI Kalyanpur,Good,Good
2022-08-02,Window 1 (Jul 2021 - Oct 2022),10.675744680851064,24.180851063829788,229252,NSI Kalyanpur,Good,Good
2022-08-03,Window 1 (Jul 2021 - Oct 2022),19.51818181818182,29.754545454545454,229252,NSI Kalyanpur,Good,Good
2022-09-13,Window 1 (Jul 2021 - Oct 2022),17.650000000000002,23.370833333333334,229252,NSI Kalyanpur,Good,Good
2022-09-14,Window 1 (Jul 2021 - Oct 2022),12.97027027027027,18.47027027027027,229252,NSI Kalyanpur,Good,Good
2022-09-15,Window 1 (Jul 2021 - Oct 2022),9.48611111111111,14.424999999999999,229252,NSI Kalyanpur,Good,Good
2022-09-16,Window 1 (Jul 2021 - Oct 2022),16.768529411764707,28.129411764705882,229252,NSI Kalyanpur,Good,Good
2022-09-17,Window 1 (Jul 2021 - Oct 2022),14.404642857142857,28.724999999999998,229252,NSI Kalyanpur,Good,Good
2022-09-18,Window 1 (Jul 2021 - Oct 2022),22.653846153846153,44.669230769230765,229252,NSI Kalyanpur,Good,Good
2022-09-19,Window 1 (Jul 2021 - Oct 2022),25.067142857142855,47.21904761904762,229252,NSI Kalyanpur,Good,Good
2022-09-20,Window 1 (Jul 2021 - Oct 2022),16.88157894736842,30.81578947368421,229252,NSI Kalyanpur,Good,Good
2022-09-21,Window 1 (Jul 2021 - Oct 2022),16.95095238095238,25.390476190476193,229252,NSI Kalyanpur,Good,Good
2022-09-22,Window 1 (Jul 2021 - Oct 2022),25.436842105263157,38.578947368421055,229252,NSI Kalyanpur,Good,Good
2022-09-23,Window 1 (Jul 2021 - Oct 2022),20.37695652173913,39.12173913043478,229252,NSI Kalyanpur,Good,Good
2022-09-25,Window 1 (Jul 2021 - Oct 2022),28.138095238095236,56.17619047619048,229252,NSI Kalyanpur,Good,Satisfactory
2022-09-26,Window 1 (Jul 2021 - Oct 2022),26.769565217391307,58.23478260869565,229252,NSI Kalyanpur,Good,Satisfactory
2022-09-27,Window 1 (Jul 2021 - Oct 2022),29.447619047619046,54.60952380952381,229252,NSI Kalyanpur,Good,Satisfactory
2022-09-28,Window 1 (Jul 2021 - Oct 2022),41.89523809523809,87.12857142857143,229252,NSI Kalyanpur,Satisfactory,Satisfactory
2022-09-29,Window 1 (Jul 2021 - Oct 2022),38.25,88.26363636363637,229252,NSI Kalyanpur,Satisfactory,Satisfactory
2022-09-30,Window 1 (Jul 2021 - Oct 2022),49.33157894736842,90.19473684210527,229252,NSI Kalyanpur,Satisfactory,Satisfactory
2022-10-01,Window 1 (Jul 2021 - Oct 2022),64.64347826086956,116.65217391304348,229252,NSI Kalyanpur,Moderate,Moderate
2022-10-02,Window 1 (Jul 2021 - Oct 2022),71.135,123.225,229252,NSI Kalyanpur,Moderate,Moderate
2022-10-03,Window 1 (Jul 2021 - Oct 2022),56.38095238095238,105.75238095238096,229252,NSI Kalyanpur,Satisfactory,Moderate
2022-10-04,Window 1 (Jul 2021 - Oct 2022),25.824444444444442,42.900000000000006,229252,NSI Kalyanpur,Good,Good
2022-10-05,Window 1 (Jul 2021 - Oct 2022),6.11,11.772,229252,NSI Kalyanpur,Good,Good
2022-10-06,Window 1 (Jul 2021 - Oct 2022),9.925555555555555,15.794444444444444,229252,NSI Kalyanpur,Good,Good
2022-10-07,Window 1 (Jul 2021 - Oct 2022),12.973333333333333,21.347619047619048,229252,NSI Kalyanpur,Good,Good
2022-10-08,Window 1 (Jul 2021 - Oct 2022),11.509565217391305,22.15086956521739,229252,NSI Kalyanpur,Good,Good
2022-10-09,Window 1 (Jul 2021 - Oct 2022),11.308421052631578,24.933684210526316,229252,NSI Kalyanpur,Good,Good
2022-10-10,Window 1 (Jul 2021 - Oct 2022),7.437647058823529,13.48235294117647,229252,NSI Kalyanpur,Good,Good
2022-10-11,Window 1 (Jul 2021 - Oct 2022),17.46,29.155,229252,NSI Kalyanpur,Good,Good
2022-10-12,Window 1 (Jul 2021 - Oct 2022),18.20048780487805,35.25853658536585,229252,NSI Kalyanpur,Good,Good
2022-10-13,Window 1 (Jul 2021 - Oct 2022),34.07,59.525,229252,NSI Kalyanpur,Satisfactory,Satisfactory
2022-10-14,Window 1 (Jul 2021 - Oct 2022),59.98684210526316,108.16578947368421,229252,NSI Kalyanpur,Satisfactory,Moderate
2022-10-15,Window 1 (Jul 2021 - Oct 2022),73.13333333333334,121.81666666666666,229252,NSI Kalyanpur,Moderate,Moderate
2022-10-16,Window 1 (Jul 2021 - Oct 2022),59.55555555555556,102.6962962962963,229252,NSI Kalyanpur,Satisfactory,Moderate
2025-02-18,Window 2 (Feb 2025 - present),71.4,123.6,229252,NSI Kalyanpur,Moderate,Moderate
2025-02-19,Window 2 (Feb 2025 - present),46.85833333333333,109.59583333333335,229252,NSI Kalyanpur,Satisfactory,Moderate
2025-02-20,Window 2 (Feb 2025 - present),67.60000000000001,134.49166666666667,229252,NSI Kalyanpur,Moderate,Moderate
2025-02-21,Window 2 (Feb 2025 - present),65.77083333333333,131.96666666666667,229252,NSI Kalyanpur,Moderate,Moderate
2025-02-22,Window 2 (Feb 2025 - present),44.09583333333333,96.71249999999999,229252,NSI Kalyanpur,Satisfactory,Satisfactory
2025-02-23,Window 2 (Feb 2025 - present),39.74166666666667,93.29166666666667,229252,NSI Kalyanpur,Satisfactory,Satisfactory
2025-02-24,Window 2 (Feb 2025 - present),39.78,97.35000000000001,229252,NSI Kalyanpur,Satisfactory,Satisfactory
2025-02-25,Window 2 (Feb 2025 - present),55.96666666666667,118.7375,229252,NSI Kalyanpur,Satisfactory,Moderate
2025-02-26,Window 2 (Feb 2025 - present),66.25416666666666,140.51250000000002,229252,NSI Kalyanpur,Moderate,Moderate
2025-02-27,Window 2 (Feb 2025 - present),51.833333333333336,117.07083333333333,229252,NSI Kalyanpur,Satisfactory,Moderate
2025-02-28,Window 2 (Feb 2025 - present),71.6875,138.25,229252,NSI Kalyanpur,Moderate,Moderate
2025-03-01,Window 2 (Feb 2025 - present),60.50416666666666,117.63333333333333,229252,NSI Kalyanpur,Moderate,Moderate
2025-03-02,Window 2 (Feb 2025 - present),25.120833333333334,82.58749999999999,229252,NSI Kalyanpur,Good,Satisfactory
2025-03-03,Window 2 (Feb 2025 - present),26.043333333333333,97.03333333333335,229252,NSI Kalyanpur,Good,Satisfactory
2025-03-04,Window 2 (Feb 2025 - present),24.579166666666666,113.11666666666667,229252,NSI Kalyanpur,Good,Moderate
2025-03-05,Window 2 (Feb 2025 - present),14.604166666666666,110.55833333333334,229252,NSI Kalyanpur,Good,Moderate
2025-03-06,Window 2 (Feb 2025 - present),24.9175,102.41666666666667,229252,NSI Kalyanpur,Good,Moderate
2025-03-07,Window 2 (Feb 2025 - present),26.715,92.79583333333333,229252,NSI Kalyanpur,Good,Satisfactory
2025-03-08,Window 2 (Feb 2025 - present),46.05125,123.17916666666667,229252,NSI Kalyanpur,Satisfactory,Moderate
2025-03-09,Window 2 (Feb 2025 - present),62.87083333333334,142.74166666666667,229252,NSI Kalyanpur,Moderate,Moderate
2025-03-10,Window 2 (Feb 2025 - present),65.40416666666667,155.22916666666666,229252,NSI Kalyanpur,Moderate,Moderate
2025-03-11,Window 2 (Feb 2025 - present),64.2375,146.74166666666667,229252,NSI Kalyanpur,Moderate,Moderate
2025-03-12,Window 2 (Feb 2025 - present),52.24583333333334,131.625,229252,NSI Kalyanpur,Satisfactory,Moderate
2025-03-13,Window 2 (Feb 2025 - present),50.237500000000004,115.66666666666667,229252,NSI Kalyanpur,Satisfactory,Moderate
2025-03-14,Window 2 (Feb 2025 - present),35.90833333333333,82.7375,229252,NSI Kalyanpur,Satisfactory,Satisfactory
2025-03-15,Window 2 (Feb 2025 - present),43.416666666666664,104.825,229252,NSI Kalyanpur,Satisfactory,Moderate
2025-03-16,Window 2 (Feb 2025 - present),29.071250000000003,88.39999999999999,229252,NSI Kalyanpur,Good,Satisfactory
2025-03-17,Window 2 (Feb 2025 - present),17.207708333333333,69.97083333333333,229252,NSI Kalyanpur,Good,Satisfactory
2025-03-18,Window 2 (Feb 2025 - present),23.622083333333332,76.09166666666667,229252,NSI Kalyanpur,Good,Satisfactory
2025-03-19,Window 2 (Feb 2025 - present),32.23041666666666,98.33749999999999,229252,NSI Kalyanpur,Satisfactory,Satisfactory
2025-03-20,Window 2 (Feb 2025 - present),45.458333333333336,121.49583333333334,229252,NSI Kalyanpur,Satisfactory,Moderate
2025-03-21,Window 2 (Feb 2025 - present),40.67958333333333,80.82083333333334,229252,NSI Kalyanpur,Satisfactory,Satisfactory
2025-03-22,Window 2 (Feb 2025 - present),48.833333333333336,92.25416666666666,229252,NSI Kalyanpur,Satisfactory,Satisfactory
2025-03-23,Window 2 (Feb 2025 - present),68.54583333333333,93.3875,229252,NSI Kalyanpur,Moderate,Satisfactory
2025-03-24,Window 2 (Feb 2025 - present),98.71249999999999,134.35,229252,NSI Kalyanpur,Poor,Moderate
2025-03-25,Window 2 (Feb 2025 - present),56.37083333333334,126.51666666666667,229252,NSI Kalyanpur,Satisfactory,Moderate
2025-03-26,Window 2 (Feb 2025 - present),39.574999999999996,100.55416666666667,229252,NSI Kalyanpur,Satisfactory,Moderate
2025-03-27,Window 2 (Feb 2025 - present),34.125,88.375,229252,NSI Kalyanpur,Satisfactory,Satisfactory
2025-03-28,Window 2 (Feb 2025 - present),32.074999999999996,109.07916666666667,229252,NSI Kalyanpur,Satisfactory,Moderate
2025-03-29,Window 2 (Feb 2025 - present),26.72083333333333,87.39583333333333,229252,NSI Kalyanpur,Good,Satisfactory
2025-03-30,Window 2 (Feb 2025 - present),27.170833333333334,88.15416666666665,229252,NSI Kalyanpur,Good,Satisfactory
2025-03-31,Window 2 (Feb 2025 - present),28.162499999999998,71.97500000000001,229252,NSI Kalyanpur,Good,Satisfactory
2025-04-01,Window 2 (Feb 2025 - present),25.041739130434784,64.59130434782608,229252,NSI Kalyanpur,Good,Satisfactory
2025-04-02,Window 2 (Feb 2025 - present),40.21083333333333,109.86666666666667,229252,NSI Kalyanpur,Satisfactory,Moderate
2025-04-03,Window 2 (Feb 2025 - present),42.233333333333334,112.81666666666666,229252,NSI Kalyanpur,Satisfactory,Moderate
2025-04-04,Window 2 (Feb 2025 - present),26.695833333333336,84.24583333333334,229252,NSI Kalyanpur,Good,Satisfactory
2025-04-05,Window 2 (Feb 2025 - present),28.208333333333332,90.47500000000001,229252,NSI Kalyanpur,Good,Satisfactory
2025-04-06,Window 2 (Feb 2025 - present),31.974999999999998,85.15833333333333,229252,NSI Kalyanpur,Satisfactory,Satisfactory
2025-04-07,Window 2 (Feb 2025 - present),38.84583333333333,102.175,229252,NSI Kalyanpur,Satisfactory,Moderate
2025-04-08,Window 2 (Feb 2025 - present),44.612500000000004,116.8625,229252,NSI Kalyanpur,Satisfactory,Moderate
2025-04-11,Window 2 (Feb 2025 - present),25.654545454545453,76.7090909090909,229252,NSI Kalyanpur,Good,Satisfactory
2025-04-12,Window 2 (Feb 2025 - present),26.349999999999998,60.395833333333336,229252,NSI Kalyanpur,Good,Satisfactory
2025-04-13,Window 2 (Feb 2025 - present),18.345833333333335,50.92083333333333,229252,NSI Kalyanpur,Good,Satisfactory
2025-04-14,Window 2 (Feb 2025 - present),15.530000000000001,66.72999999999999,229252,NSI Kalyanpur,Good,Satisfactory
2025-04-15,Window 2 (Feb 2025 - present),0.0,80.5076923076923,229252,NSI Kalyanpur,Good,Satisfactory
2025-04-16,Window 2 (Feb 2025 - present),16.98,78.065,229252,NSI Kalyanpur,Good,Satisfactory
2025-04-17,Window 2 (Feb 2025 - present),31.516666666666666,95.84583333333335,229252,NSI Kalyanpur,Satisfactory,Satisfactory
2025-04-18,Window 2 (Feb 2025 - present),36.6,104.12083333333334,229252,NSI Kalyanpur,Satisfactory,Moderate
2025-04-19,Window 2 (Feb 2025 - present),21.97083333333333,81.06666666666666,229252,NSI Kalyanpur,Good,Satisfactory
2025-04-20,Window 2 (Feb 2025 - present),36.733333333333334,98.60833333333333,229252,NSI Kalyanpur,Satisfactory,Satisfactory
2025-04-21,Window 2 (Feb 2025 - present),38.699999999999996,135.45833333333334,229252,NSI Kalyanpur,Satisfactory,Moderate
2025-04-22,Window 2 (Feb 2025 - present),27.275000000000002,124.375,229252,NSI Kalyanpur,Good,Moderate
2025-04-23,Window 2 (Feb 2025 - present),27.708333333333332,120.60416666666667,229252,NSI Kalyanpur,Good,Moderate
2025-04-24,Window 2 (Feb 2025 - present),34.754583333333336,125.95833333333333,229252,NSI Kalyanpur,Satisfactory,Moderate
2025-04-25,Window 2 (Feb 2025 - present),29.825833333333335,108.20833333333333,229252,NSI Kalyanpur,Good,Moderate
2025-04-26,Window 2 (Feb 2025 - present),29.004166666666666,110.2,229252,NSI Kalyanpur,Good,Moderate
2025-04-27,Window 2 (Feb 2025 - present),28.2625,97.89583333333333,229252,NSI Kalyanpur,Good,Satisfactory
2025-04-28,Window 2 (Feb 2025 - present),45.4,147.22,229252,NSI Kalyanpur,Satisfactory,Moderate
2025-04-29,Window 2 (Feb 2025 - present),28.58181818181818,75.00909090909092,229252,NSI Kalyanpur,Good,Satisfactory
2025-04-30,Window 2 (Feb 2025 - present),34.082608695652176,83.48333333333333,229252,NSI Kalyanpur,Satisfactory,Satisfactory
2025-05-01,Window 2 (Feb 2025 - present),34.550000000000004,88.39583333333333,229252,NSI Kalyanpur,Satisfactory,Satisfactory
2025-05-02,Window 2 (Feb 2025 - present),33.454166666666666,98.63333333333333,229252,NSI Kalyanpur,Satisfactory,Satisfactory
2025-05-03,Window 2 (Feb 2025 - present),32.37916666666667,86.30416666666667,229252,NSI Kalyanpur,Satisfactory,Satisfactory
2025-05-04,Window 2 (Feb 2025 - present),25.3875,77.16666666666667,229252,NSI Kalyanpur,Good,Satisfactory
2025-05-05,Window 2 (Feb 2025 - present),27.811111111111114,100.53888888888889,229252,NSI Kalyanpur,Good,Moderate
2025-05-06,Window 2 (Feb 2025 - present),26.57,67.80499999999999,229252,NSI Kalyanpur,Good,Satisfactory
2025-05-07,Window 2 (Feb 2025 - present),29.286956521739132,74.35652173913044,229252,NSI Kalyanpur,Good,Satisfactory
2025-05-08,Window 2 (Feb 2025 - present),28.366666666666664,70.44583333333334,229252,NSI Kalyanpur,Good,Satisfactory
2025-05-09,Window 2 (Feb 2025 - present),32.0875,85.39999999999999,229252,NSI Kalyanpur,Satisfactory,Satisfactory
2025-05-10,Window 2 (Feb 2025 - present),28.5,74.35833333333333,229252,NSI Kalyanpur,Good,Satisfactory
2025-05-11,Window 2 (Feb 2025 - present),27.6375,70.62916666666666,229252,NSI Kalyanpur,Good,Satisfactory
2025-05-12,Window 2 (Feb 2025 - present),33.166666666666664,84.45833333333333,229252,NSI Kalyanpur,Satisfactory,Satisfactory
2025-05-13,Window 2 (Feb 2025 - present),28.566666666666666,96.01666666666667,229252,NSI Kalyanpur,Good,Satisfactory
2025-05-14,Window 2 (Feb 2025 - present),37.07083333333333,117.64166666666667,229252,NSI Kalyanpur,Satisfactory,Moderate
2025-05-15,Window 2 (Feb 2025 - present),37.079166666666666,126.46249999999999,229252,NSI Kalyanpur,Satisfactory,Moderate
2025-05-16,Window 2 (Feb 2025 - present),46.875,159.03333333333333,229252,NSI Kalyanpur,Satisfactory,Moderate
2025-05-17,Window 2 (Feb 2025 - present),36.49166666666667,130.4125,229252,NSI Kalyanpur,Satisfactory,Moderate
2025-05-18,Window 2 (Feb 2025 - present),33.55833333333333,95.48333333333333,229252,NSI Kalyanpur,Satisfactory,Satisfactory
2025-05-19,Window 2 (Feb 2025 - present),30.537499999999998,76.15833333333333,229252,NSI Kalyanpur,Satisfactory,Satisfactory
2025-05-20,Window 2 (Feb 2025 - present),28.847826086956523,77.31304347826087,229252,NSI Kalyanpur,Good,Satisfactory
2025-05-21,Window 2 (Feb 2025 - present),24.358636363636364,100.29545454545455,229252,NSI Kalyanpur,Good,Moderate
2025-05-22,Window 2 (Feb 2025 - present),18.28125,38.675000000000004,229252,NSI Kalyanpur,Good,Good
2025-05-23,Window 2 (Feb 2025 - present),27.52916666666667,56.824999999999996,229252,NSI Kalyanpur,Good,Satisfactory
2025-05-24,Window 2 (Feb 2025 - present),29.59166666666667,59.425000000000004,229252,NSI Kalyanpur,Good,Satisfactory
2025-05-25,Window 2 (Feb 2025 - present),21.425,55.15833333333333,229252,NSI Kalyanpur,Good,Satisfactory
2025-05-26,Window 2 (Feb 2025 - present),21.46666666666667,53.525,229252,NSI Kalyanpur,Good,Satisfactory
2025-05-27,Window 2 (Feb 2025 - present),18.804347826086957,46.62173913043478,229252,NSI Kalyanpur,Good,Good
2025-05-28,Window 2 (Feb 2025 - present),16.6,40.82666666666667,229252,NSI Kalyanpur,Good,Good
2025-05-29,Window 2 (Feb 2025 - present),19.495833333333334,49.24166666666667,229252,NSI Kalyanpur,Good,Good
2025-05-30,Window 2 (Feb 2025 - present),29.69375,84.15625,229252,NSI Kalyanpur,Good,Satisfactory
2025-06-01,Window 2 (Feb 2025 - present),25.661578947368422,72.15263157894738,229252,NSI Kalyanpur,Good,Satisfactory
2025-06-02,Window 2 (Feb 2025 - present),28.513636363636362,92.7909090909091,229252,NSI Kalyanpur,Good,Satisfactory
2025-06-03,Window 2 (Feb 2025 - present),26.49230769230769,74.94615384615385,229252,NSI Kalyanpur,Good,Satisfactory
2025-06-04,Window 2 (Feb 2025 - present),23.141666666666666,68.075,229252,NSI Kalyanpur,Good,Satisfactory
2025-06-05,Window 2 (Feb 2025 - present),28.295833333333334,83.54583333333333,229252,NSI Kalyanpur,Good,Satisfactory
2025-06-06,Window 2 (Feb 2025 - present),32.9125,88.8875,229252,NSI Kalyanpur,Satisfactory,Satisfactory
2025-06-07,Window 2 (Feb 2025 - present),32.25416666666667,91.375,229252,NSI Kalyanpur,Satisfactory,Satisfactory
2025-06-08,Window 2 (Feb 2025 - present),32.86666666666667,112.70416666666667,229252,NSI Kalyanpur,Satisfactory,Moderate
2025-06-09,Window 2 (Feb 2025 - present),38.65,109.34166666666665,229252,NSI Kalyanpur,Satisfactory,Moderate
2025-06-10,Window 2 (Feb 2025 - present),40.15652173913043,107.81739130434784,229252,NSI Kalyanpur,Satisfactory,Moderate
2025-06-11,Window 2 (Feb 2025 - present),36.36666666666667,90.64999999999999,229252,NSI Kalyanpur,Satisfactory,Satisfactory
2025-06-12,Window 2 (Feb 2025 - present),30.195652173913043,76.4,229252,NSI Kalyanpur,Satisfactory,Satisfactory
2025-06-13,Window 2 (Feb 2025 - present),25.866666666666664,69.57083333333334,229252,NSI Kalyanpur,Good,Satisfactory
2025-06-14,Window 2 (Feb 2025 - present),29.474999999999998,81.00833333333334,229252,NSI Kalyanpur,Good,Satisfactory
2025-06-15,Window 2 (Feb 2025 - present),23.420833333333334,59.59166666666667,229252,NSI Kalyanpur,Good,Satisfactory
2025-06-16,Window 2 (Feb 2025 - present),42.69583333333333,86.21666666666665,229252,NSI Kalyanpur,Satisfactory,Satisfactory
2025-06-17,Window 2 (Feb 2025 - present),40.68333333333333,79.14583333333333,229252,NSI Kalyanpur,Satisfactory,Satisfactory
2025-06-18,Window 2 (Feb 2025 - present),29.721739130434784,67.87826086956522,229252,NSI Kalyanpur,Good,Satisfactory
2025-06-19,Window 2 (Feb 2025 - present),38.166666666666664,83.54583333333333,229252,NSI Kalyanpur,Satisfactory,Satisfactory
2025-06-20,Window 2 (Feb 2025 - present),20.687916666666666,42.875,229252,NSI Kalyanpur,Good,Good
2025-06-21,Window 2 (Feb 2025 - present),21.3,44.73684210526316,229252,NSI Kalyanpur,Good,Good
2025-06-22,Window 2 (Feb 2025 - present),28.304347826086957,45.34782608695652,229252,NSI Kalyanpur,Good,Good
2025-06-23,Window 2 (Feb 2025 - present),25.245833333333334,47.199999999999996,229252,NSI Kalyanpur,Good,Good
2025-06-24,Window 2 (Feb 2025 - present),32.28823529411765,54.14705882352941,229252,NSI Kalyanpur,Satisfactory,Satisfactory
2025-06-25,Window 2 (Feb 2025 - present),39.747368421052634,65.75263157894737,229252,NSI Kalyanpur,Satisfactory,Satisfactory
2025-06-26,Window 2 (Feb 2025 - present),25.929166666666664,53.56666666666666,229252,NSI Kalyanpur,Good,Satisfactory
2025-06-27,Window 2 (Feb 2025 - present),25.425,55.9375,229252,NSI Kalyanpur,Good,Satisfactory
2025-06-28,Window 2 (Feb 2025 - present),31.625,61.0,229252,NSI Kalyanpur,Satisfactory,Satisfactory
2025-06-29,Window 2 (Feb 2025 - present),21.03125,40.2875,229252,NSI Kalyanpur,Good,Good
2025-06-30,Window 2 (Feb 2025 - present),24.085,37.864999999999995,229252,NSI Kalyanpur,Good,Good
2025-07-01,Window 2 (Feb 2025 - present),23.712500000000002,36.19583333333333,229252,NSI Kalyanpur,Good,Good
2025-07-02,Window 2 (Feb 2025 - present),27.86818181818182,43.58181818181818,229252,NSI Kalyanpur,Good,Good
2025-07-03,Window 2 (Feb 2025 - present),15.61125,49.02916666666667,229252,NSI Kalyanpur,Good,Good
2025-07-04,Window 2 (Feb 2025 - present),11.109105263157895,38.31578947368421,229252,NSI Kalyanpur,Good,Good
2025-07-05,Window 2 (Feb 2025 - present),14.5175,51.32083333333333,229252,NSI Kalyanpur,Good,Satisfactory
2025-07-06,Window 2 (Feb 2025 - present),12.622916666666667,57.32083333333333,229252,NSI Kalyanpur,Good,Satisfactory
2025-07-07,Window 2 (Feb 2025 - present),15.579583333333334,53.90416666666667,229252,NSI Kalyanpur,Good,Satisfactory
2025-07-08,Window 2 (Feb 2025 - present),15.95125,63.0,229252,NSI Kalyanpur,Good,Satisfactory
